SYSET	Word	W1	W2	DEF_SYNT
107039056	realisation	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(SBAR (WHNP (WDT that))(S (VP (AUX has)(VP (AUX been)(VP (VBN completed)(CC or)(VBN enriched)(PP (IN by)(NP (NP (NN someone))(ADJP (JJ other)(PP (IN than)(NP (DT the)(NN composer)))))))))))))# 
107039056	realization	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(SBAR (WHNP (WDT that))(S (VP (AUX has)(VP (AUX been)(VP (VBN completed)(CC or)(VBN enriched)(PP (IN by)(NP (NP (NN someone))(ADJP (JJ other)(PP (IN than)(NP (DT the)(NN composer)))))))))))))# 
107040292	intermezzo	short	movement	 (S1 (NP (NP (DT a)(JJ short)(NN movement))(VP (VBG coming)(PP (IN between)(NP (NP (DT the)(JJ major)(NNS sections))(PP (IN of)(NP (DT a)(NNP symphony))))))))# 
107040820	overture	orchestral	music	 (S1 (NP (NP (JJ orchestral)(NN music))(VP (VBN played)(PP (IN at)(NP (NP (DT the)(NN beginning))(PP (IN of)(NP (DT an)(NN opera)(CC or)(NN oratorio))))))))# 
107041451	duet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD two)(NNS performers)))))# 
107041451	duette	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD two)(NNS performers)))))# 
107041451	duo	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD two)(NNS performers)))))# 
107041595	trio	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD three)(NNS performers)))))# 
107041688	quartet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD four)(NNS performers)))))# 
107041688	quartette	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD four)(NNS performers)))))# 
107041795	quintet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD five)(NNS performers)))))# 
107041795	quintette	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN for)(NP (CD five)(NNS performers)))))# 
107041902	sestet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD six)(NNS performers))))))# 
107041902	sextet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD six)(NNS performers))))))# 
107041902	sextette	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD six)(NNS performers))))))# 
107042023	septet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD seven)(NNS performers))))))# 
107042023	septette	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD seven)(NNS performers))))))# 
107042137	octet	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD eight)(NNS performers))))))# 
107042137	octette	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBN written)(PP (IN for)(NP (CD eight)(NNS performers))))))# 
107042586	divertimento	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN in)(NP (JJ several)(NNS movements)))))# 
107042586	serenade	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN in)(NP (JJ several)(NNS movements)))))# 
107042735	keen	funeral	lament	 (S1 (NP (NP (DT a)(JJ funeral)(NN lament))(VP (VBN sung)(PP (IN with)(NP (JJ loud)(VBG wailing))))))# 
107042862	canon	contrapuntal	piece	 (S1 (NP (NP (DT a)(JJ contrapuntal)(NN piece))(PP (IN of)(NP (NP (NN music))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT a)(NN melody))(PP (IN in)(NP (CD one)(NN part))))(VP (AUX is)(VP (VBN imitated)(ADVP (RB exactly))(PP (IN in)(NP (JJ other)(N
107043518	etude	short	composition	 (S1 (NP (NP (DT a)(JJ short)(NN composition))(PP (IN for)(NP (DT a)(NN solo)(NN instrument)))))# 
107043824	idyl	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(SBAR (WHNP (WDT that))(S (VP (VBZ evokes)(NP (JJ rural)(NN life)))))))# 
107043824	idyll	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(SBAR (WHNP (WDT that))(S (VP (VBZ evokes)(NP (JJ rural)(NN life)))))))# 
107043824	pastoral	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(SBAR (WHNP (WDT that))(S (VP (VBZ evokes)(NP (JJ rural)(NN life)))))))# 
107043824	pastorale	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(SBAR (WHNP (WDT that))(S (VP (VBZ evokes)(NP (JJ rural)(NN life)))))))# 
107043968	rondeau	musical	form	 (S1 (NP (NP (DT a)(JJ musical)(NN form))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADVP (RB often))(NP (NP (DT the)(JJ last)(NN movement))(PP (IN of)(NP (DT a)(NN sonata)))))))))# 
107043968	rondo	musical	form	 (S1 (NP (NP (DT a)(JJ musical)(NN form))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADVP (RB often))(NP (NP (DT the)(JJ last)(NN movement))(PP (IN of)(NP (DT a)(NN sonata)))))))))# 
107044088	sonata	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN of)(NP (NP (QP (CD 3)(CC or)(CD 4))(NNS movements))(PP (IN of)(NP (VBG contrasting)(NNS forms)))))))# 
107044543	fantasia	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(PP (IN of)(NP (NP (DT a)(JJ free)(NN form))(VP (ADVP (RB usually))(VBG incorporating)(NP (JJ several)(ADJP (JJ familiar))(NNS themes)))))))# 
107044917	passage	short	section	 (S1 (NP (NP (DT a)(JJ short)(NN section))(PP (IN of)(NP (DT a)(JJ musical)(NN composition)))))# 
107045637	ostinato	musical	phrase	 (S1 (NP (NP (DT a)(JJ musical)(NN phrase))(VP (VBD repeated)(ADVP (RB over)(CC and)(RB over))(PP (IN during)(NP (DT a)(NN composition))))))# 
107046917	scherzo	fast	movement	 (S1 (NP (NP (DT a)(JJ fast)(NN movement))(PRN (-LRB- -LRB-)(PP (ADVP (RB usually))(IN in)(NP (JJ triple)(NN time)))(-RRB- -RRB-))))# 
107047505	medley	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN series))(PP (IN of)(NP (NP (NNS songs))(CC or)(NP (NP (JJ other)(JJ musical)(NNS pieces))(PP (IN from)(NP (JJ various)(NNS sources)))))))))))# 
107047505	pastiche	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN series))(PP (IN of)(NP (NP (NNS songs))(CC or)(NP (NP (JJ other)(JJ musical)(NNS pieces))(PP (IN from)(NP (JJ various)(NNS sources)))))))))))# 
107047505	potpourri	musical	composition	 (S1 (NP (NP (DT a)(JJ musical)(NN composition))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN series))(PP (IN of)(NP (NP (NNS songs))(CC or)(NP (NP (JJ other)(JJ musical)(NNS pieces))(PP (IN from)(NP (JJ various)(NNS sources)))))))))))# 
107049514	aria	elaborate	song	 (S1 (NP (NP (DT an)(JJ elaborate)(NN song))(PP (IN for)(NP (NN solo)(NN voice)))))# 
107049634	arietta	short	aria	 (S1 (NP (DT a)(JJ short)(NN aria)))# 
107051851	berceuse	quiet	song	 (S1 (NP (NP (DT a)(JJ quiet)(NN song))(VP (VBN intended)(S (VP (TO to)(VP (NN lull)(NP (DT a)(NN child)(S (VP (TO to)(VP (VB sleep)))))))))))# 
107051851	cradlesong	quiet	song	 (S1 (NP (NP (DT a)(JJ quiet)(NN song))(VP (VBN intended)(S (VP (TO to)(VP (NN lull)(NP (DT a)(NN child)(S (VP (TO to)(VP (VB sleep)))))))))))# 
107051851	lullaby	quiet	song	 (S1 (NP (NP (DT a)(JJ quiet)(NN song))(VP (VBN intended)(S (VP (TO to)(VP (NN lull)(NP (DT a)(NN child)(S (VP (TO to)(VP (VB sleep)))))))))))# 
107052925	madrigal	unaccompanied	partsong	 (S1 (NP (NP (DT an)(JJ unaccompanied)(NN partsong))(PP (IN for)(NP (QP (CD 2)(CC or)(CD 3))(NNS voices)))))# 
107055401	flamenco	guitar	music	 (S1 (NP (NP (JJ guitar)(NN music))(VP (VBN composed)(PP (IN for)(S (VP (VBG dancing)(NP (DT the)(NN flamenco))))))))# 
107056113	minuet	stately	piece	 (S1 (NP (NP (DT a)(JJ stately)(NN piece))(PP (IN of)(NP (NP (NN music))(VP (VBN composed)(PP (IN for)(S (VP (VBG dancing)(NP (DT the)(NN minuet))))))))))# 
107057196	serialism	20th	century	 (S1 (NP (NP (JJ 20th)(NN century))(NP (NP (NN music))(SBAR (WHNP (WDT that))(S (VP (VBZ uses)(NP (NP (DT a)(JJ definite)(NN order))(PP (IN of)(NP (NNS notes))))(PP (IN as)(NP (NP (DT a)(JJ thematic)(NN basis))(PP (IN for)(NP (DT a)(JJ musical)(NN composi
107058668	quickstep	military	march	 (S1 (NP (NP (JJ military)(NN march))(VP (VBG accompanying)(NP (JJ quick)(NN time)))))# 
107058762	pibroch	martial	music	 (S1 (NP (NP (JJ martial)(NN music))(PP (IN with)(NP (NNS variations)))))# 
107066285	reggae	popular	music	 (S1 (NP (NP (JJ popular)(NN music))(VP (VBG originating)(PP (IN in)(NP (DT the)(NNP West)(NNP Indies))))))# 
107069002	doctorspeak	medical	jargon	 (S1 (NP (JJ medical)(NN jargon)))# 
107070429	grandiloquence	excessive	use	 (S1 (NP (NP (JJ excessive)(NN use))(PP (IN of)(NP (JJ verbal)(NN ornamentation)))))# 
107070429	grandiloquence	high-flown	style	 (S1 (NP (JJ high-flown)(NN style)))# 
107070429	grandiosity	excessive	use	 (S1 (NP (NP (JJ excessive)(NN use))(PP (IN of)(NP (JJ verbal)(NN ornamentation)))))# 
107070429	grandiosity	high-flown	style	 (S1 (NP (JJ high-flown)(NN style)))# 
107070429	magniloquence	excessive	use	 (S1 (NP (NP (JJ excessive)(NN use))(PP (IN of)(NP (JJ verbal)(NN ornamentation)))))# 
107070429	magniloquence	high-flown	style	 (S1 (NP (JJ high-flown)(NN style)))# 
107070429	ornateness	excessive	use	 (S1 (NP (NP (JJ excessive)(NN use))(PP (IN of)(NP (JJ verbal)(NN ornamentation)))))# 
107070429	ornateness	high-flown	style	 (S1 (NP (JJ high-flown)(NN style)))# 
107070429	rhetoric	excessive	use	 (S1 (NP (NP (JJ excessive)(NN use))(PP (IN of)(NP (JJ verbal)(NN ornamentation)))))# 
107070429	rhetoric	high-flown	style	 (S1 (NP (JJ high-flown)(NN style)))# 
107071942	genre	expressive	style	 (S1 (NP (NP (DT an)(JJ expressive)(NN style))(PP (IN of)(NP (NN music)))))# 
107075006	boilerplate	standard	formulations	 (S1 (NP (NP (JJ standard)(NNS formulations))(VP (ADVP (RB uniformly))(VBN found)(PP (IN in)(NP (NP (JJ certain)(NNS types))(PP (IN of)(NP (NP (JJ legal)(NNS documents))(CC or)(NP (NN news)(NNS stories)))))))))# 
107075172	colloquialism	colloquial	expression	 (S1 (NP (DT a)(JJ colloquial)(NN expression)))# 
107083246	elocution	expert	manner	 (S1 (NP (NP (DT an)(JJ expert)(NN manner))(PP (IN of)(NP (NP (NN speaking))(VP (VBG involving)(NP (NP (NN control))(PP (IN of)(NP (NN voice)(CC and)(NN gesture)))))))))# 
107084560	drone	unchanging	intonation	 (S1 (NP (DT an)(JJ unchanging)(NN intonation)))# 
107084560	droning	unchanging	intonation	 (S1 (NP (DT an)(JJ unchanging)(NN intonation)))# 
107084560	monotone	unchanging	intonation	 (S1 (NP (DT an)(JJ unchanging)(NN intonation)))# 
107084747	monotone	single	tone	 (S1 (NP (NP (DT a)(JJ single)(NN tone))(PP (VBN repeated)(PP (IN with)(NP (NP (JJ different)(NNS words))(CC or)(NP (NP (JJ different)(NNS rhythms))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN in)(NP (VBG rendering)(JJ liturgical)(NNS texts)))(-RRB- -R
107087102	offbeat	unaccented	beat	 (S1 (NP (NP (DT an)(JJ unaccented)(NN beat))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (DT the)(JJ last)(NN beat))(PP (IN of)(NP (DT a)(NN measure))))(-RRB- -RRB-))))# 
107087102	upbeat	unaccented	beat	 (S1 (NP (NP (DT an)(JJ unaccented)(NN beat))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (DT the)(JJ last)(NN beat))(PP (IN of)(NP (DT a)(NN measure))))(-RRB- -RRB-))))# 
107087223	syncopation	musical	rhythm	 (S1 (NP (NP (DT a)(JJ musical)(NN rhythm))(VP (VBG accenting)(NP (DT a)(ADJP (RB normally)(JJ weak))(NN beat)))))# 
107087641	modulation	musical	passage	 (S1 (NP (NP (DT a)(JJ musical)(NN passage))(VP (VBG moving)(PP (IN from)(NP (NP (CD one)(NN key))(PP (TO to)(NP (DT another))))))))# 
107087641	transition	musical	passage	 (S1 (NP (NP (DT a)(JJ musical)(NN passage))(VP (VBG moving)(PP (IN from)(NP (NP (CD one)(NN key))(PP (TO to)(NP (DT another))))))))# 
107089276	crispness	expressive	style	 (S1 (NP (NP (DT an)(JJ expressive)(NN style))(SBAR (WHNP (WDT that))(S (VP (AUX is)(UCP (ADJP (JJ direct))(CC and)(PP (TO to)(NP (DT the)(NN point)))))))))# 
107089751	verboseness	expressive	style	 (S1 (NP (NP (DT an)(JJ expressive)(NN style))(SBAR (WHNP (WDT that))(S (VP (VBZ uses)(NP (JJ excessive)(CC or)(JJ empty)(NNS words)))))))# 
107089751	verbosity	expressive	style	 (S1 (NP (NP (DT an)(JJ expressive)(NN style))(SBAR (WHNP (WDT that))(S (VP (VBZ uses)(NP (JJ excessive)(CC or)(JJ empty)(NNS words)))))))# 
107090108	long-windedness	boring	verbosity	 (S1 (NP (JJ boring)(NN verbosity)))# 
107090108	prolixity	boring	verbosity	 (S1 (NP (JJ boring)(NN verbosity)))# 
107090108	prolixness	boring	verbosity	 (S1 (NP (JJ boring)(NN verbosity)))# 
107090108	windiness	boring	verbosity	 (S1 (NP (JJ boring)(NN verbosity)))# 
107090108	wordiness	boring	verbosity	 (S1 (NP (JJ boring)(NN verbosity)))# 
107090573	flatulence	embellished	language	 (S1 (NP (RB pompously)(JJ embellished)(NN language)))# 
107090573	turgidity	embellished	language	 (S1 (NP (RB pompously)(JJ embellished)(NN language)))# 
107090573	turgidness	embellished	language	 (S1 (NP (RB pompously)(JJ embellished)(NN language)))# 
107091214	tautology	useless	repetition	 (S1 (NP (JJ useless)(NN repetition)))# 
107093759	versification	metrical	adaptation	 (S1 (NP (NP (DT a)(JJ metrical)(NN adaptation))(PP (IN of)(NP (NP (NN something))(PRN (-LRB- -LRB-)(NP (NP (NNS e.g.))(, ,)(PP (IN of)(NP (DT a)(NN prose)(NN text))))(-RRB- -RRB-))))))# 
107095148	dactyl	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ stressed-unstressed-unstressed)(NNS syllables)))))# 
107095280	iamb	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ unstressed-stressed)(NNS syllables)))))# 
107095280	iambus	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ unstressed-stressed)(NNS syllables)))))# 
107095390	anapaest	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ unstressed-unstressed-stressed)(NNS syllables)))))# 
107095390	anapest	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ unstressed-unstressed-stressed)(NNS syllables)))))# 
107095516	amphibrach	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (NP (JJ unstressed-stressed-unstressed)(NNS syllables))(PRN (-LRB- -LRB-)(NP (NP (NNS e.g.))(, ,)(`` `)(S (VP (VB remember)))('' ''))(-RRB- -RRB-))))))# 
107095653	trochee	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ stressed-unstressed)(NNS syllables)))))# 
107095775	spondee	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ stressed-stressed)(NNS syllables)))))# 
107095895	dibrach	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ unstressed-unstressed)(NNS syllables)))))# 
107095895	pyrrhic	metrical	unit	 (S1 (NP (NP (DT a)(JJ metrical)(NN unit))(PP (IN with)(NP (JJ unstressed-unstressed)(NNS syllables)))))# 
107103402	epiplexis	rhetorical	device	 (S1 (NP (NP (DT a)(JJ rhetorical)(NN device))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT the)(NN speaker))(VP (VBZ reproaches)(NP (DT the)(NN audience))(SBAR (IN in)(NN order)(S (VP (TO to)(VP (VB incite)(CC or)(VB convince)(NP (PRP them)))))))))))#
107106502	exaggeration	extravagant	exaggeration	 (S1 (NP (JJ extravagant)(NN exaggeration)))# 
107106502	hyperbole	extravagant	exaggeration	 (S1 (NP (JJ extravagant)(NN exaggeration)))# 
107108010	oxymoron	contradictory	terms	 (S1 (NP (NP (JJ conjoining)(JJ contradictory)(NNS terms))(PRN (-LRB- -LRB-)(PP (IN as)(PP (IN in)(NP (`` `)(VBG deafening)(NN silence)('' ''))))(-RRB- -RRB-))))# 
107112364	diphthong	vowel	sound	 (S1 (NP (NP (DT a)(JJ vowel)(NN sound))(SBAR (WHNP (WDT that))(S (VP (VP (VBZ starts)(PP (IN near)(NP (DT the)(JJ articulatory)(NN position)))(PP (IN for)(NP (CD one)(NN vowel))))(CC and)(VP (VBZ moves)(PP (IN toward)(NP (NP (DT the)(NN position))(PP (IN
107114409	glide	vowellike	sound	 (S1 (NP (NP (DT a)(JJ vowellike)(NN sound))(SBAR (WHNP (WDT that))(S (VP (VBZ serves)(PP (IN as)(NP (DT a)(NN consonant))))))))# 
107114409	semivowel	vowellike	sound	 (S1 (NP (NP (DT a)(JJ vowellike)(NN sound))(SBAR (WHNP (WDT that))(S (VP (VBZ serves)(PP (IN as)(NP (DT a)(NN consonant))))))))# 
107118554	fricative	continuant	consonant	 (S1 (NP (NP (DT a)(JJ continuant)(NN consonant))(VP (VBN produced)(PP (IN by)(S (NP (NN breath))(VP (VBG moving)(PP (IN against)(NP (NP (DT a)(NN narrowing))(PP (IN of)(NP (DT the)(JJ vocal)(NN tract)))))))))))# 
107118554	spirant	continuant	consonant	 (S1 (NP (NP (DT a)(JJ continuant)(NN consonant))(VP (VBN produced)(PP (IN by)(S (NP (NN breath))(VP (VBG moving)(PP (IN against)(NP (NP (DT a)(NN narrowing))(PP (IN of)(NP (DT the)(JJ vocal)(NN tract)))))))))))# 
107119643	liquid	frictionless	continuant	 (S1 (NP (NP (DT a)(JJ frictionless)(NN continuant))(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(NP (NP (DT a)(JJ nasal)(NN consonant))(PRN (-LRB- -LRB-)(ADJP (RB especially)(`` `)(JJ l')('' ')(CC and)(`` `)(NN r)('' ''))(-RRB- -RRB-))))))))# 
107120524	call	loud	utterance	 (S1 (NP (DT a)(JJ loud)(NN utterance)))# 
107120524	cry	loud	utterance	 (S1 (NP (DT a)(JJ loud)(NN utterance)))# 
107120524	outcry	loud	utterance	 (S1 (NP (DT a)(JJ loud)(NN utterance)))# 
107120524	shout	loud	utterance	 (S1 (NP (DT a)(JJ loud)(NN utterance)))# 
107120524	vociferation	loud	utterance	 (S1 (NP (DT a)(JJ loud)(NN utterance)))# 
107120524	yell	loud	utterance	 (S1 (NP (DT a)(JJ loud)(NN utterance)))# 
107124172	blasphemy	blasphemous	language	 (S1 (NP (NP (JJ blasphemous)(NN language))(PRN (-LRB- -LRB-)(NP (NP (VBG expressing)(NN disrespect))(PP (PP (IN for)(NP (NNP God)))(CC or)(PP (IN for)(NP (NP (NN something))(ADJP (JJ sacred))))))(-RRB- -RRB-))))# 
107127350	cachinnation	convulsive	laughter	 (S1 (NP (JJ loud)(JJ convulsive)(NN laughter)))# 
107127911	ha-ha	loud	laugh	 (S1 (NP (NP (DT a)(JJ loud)(NN laugh))(SBAR (WHNP (WDT that))(S (VP (VBZ sounds)(PP (IN like)(NP (DT a)(NN horse)(NN neighing))))))))# 
107127911	haw-haw	loud	laugh	 (S1 (NP (NP (DT a)(JJ loud)(NN laugh))(SBAR (WHNP (WDT that))(S (VP (VBZ sounds)(PP (IN like)(NP (DT a)(NN horse)(NN neighing))))))))# 
107127911	hee-haw	loud	laugh	 (S1 (NP (NP (DT a)(JJ loud)(NN laugh))(SBAR (WHNP (WDT that))(S (VP (VBZ sounds)(PP (IN like)(NP (DT a)(NN horse)(NN neighing))))))))# 
107127911	horselaugh	loud	laugh	 (S1 (NP (NP (DT a)(JJ loud)(NN laugh))(SBAR (WHNP (WDT that))(S (VP (VBZ sounds)(PP (IN like)(NP (DT a)(NN horse)(NN neighing))))))))# 
107128060	snicker	disrespectful	laugh	 (S1 (NP (DT a)(JJ disrespectful)(NN laugh)))# 
107128060	snigger	disrespectful	laugh	 (S1 (NP (DT a)(JJ disrespectful)(NN laugh)))# 
107128060	snort	disrespectful	laugh	 (S1 (NP (DT a)(JJ disrespectful)(NN laugh)))# 
107130918	mispronunciation	incorrect	pronunciation	 (S1 (NP (JJ incorrect)(NN pronunciation)))# 
107131366	homophony	same	pronunciation	 (S1 (NP (NP (DT the)(JJ same)(NN pronunciation))(PP (IN for)(NP (NP (NNS words))(PP (IN of)(NP (JJ different)(NNS origins)))))))# 
107131511	accent	distinctive	manner	 (S1 (NP (NP (JJ distinctive)(NN manner))(PP (IN of)(NP (JJ oral)(NN expression)))))# 
107132226	retroflection	articulatory	gesture	 (S1 (NP (NP (DT an)(JJ articulatory)(NN gesture))(VP (VBN made)(PP (IN by)(S (VP (VBG turning)(NP (NP (DT the)(NN tip))(PP (IN of)(NP (DT the)(NN tongue))))(PRT (RP back))(PP (IN against)(NP (NP (DT the)(NN roof))(PP (IN of)(NP (DT the)(NN mouth)))))))))
107132226	retroflexion	articulatory	gesture	 (S1 (NP (NP (DT an)(JJ articulatory)(NN gesture))(VP (VBN made)(PP (IN by)(S (VP (VBG turning)(NP (NP (DT the)(NN tip))(PP (IN of)(NP (DT the)(NN tongue))))(PRT (RP back))(PP (IN against)(NP (NP (DT the)(NN roof))(PP (IN of)(NP (DT the)(NN mouth)))))))))
107132634	mumbling	indistinct	enunciation	 (S1 (NP (JJ indistinct)(NN enunciation)))# 
107132937	sandhi	articulatory	process	 (S1 (NP (NP (DT the)(JJ articulatory)(NN process))(SBAR (WHADVP (WRB whereby))(S (NP (NP (DT the)(NN pronunciation))(PP (IN of)(NP (DT a)(NN word)(CC or)(NN morpheme))))(VP (VBZ changes)(SBAR (WHADVP (WRB when))(S (NP (PRP it))(VP (AUX is)(VP (VBN follow
107133143	thickness	indistinct	articulation	 (S1 (NP (JJ indistinct)(NN articulation)))# 
107134850	chat	informal	conversation	 (S1 (NP (DT an)(JJ informal)(NN conversation)))# 
107134850	confab	informal	conversation	 (S1 (NP (DT an)(JJ informal)(NN conversation)))# 
107134850	confabulation	informal	conversation	 (S1 (NP (DT an)(JJ informal)(NN conversation)))# 
107134850	schmoose	informal	conversation	 (S1 (NP (DT an)(JJ informal)(NN conversation)))# 
107134850	schmooze	informal	conversation	 (S1 (NP (DT an)(JJ informal)(NN conversation)))# 
107136940	cackle	noisy	talk	 (S1 (NP (JJ noisy)(NN talk)))# 
107136940	chatter	noisy	talk	 (S1 (NP (JJ noisy)(NN talk)))# 
107136940	yack	noisy	talk	 (S1 (NP (JJ noisy)(NN talk)))# 
107136940	yak	noisy	talk	 (S1 (NP (JJ noisy)(NN talk)))# 
107136940	yakety-yak	noisy	talk	 (S1 (NP (JJ noisy)(NN talk)))# 
107137315	nothings	inconsequential	conversation	 (S1 (NP (JJ inconsequential)(NN conversation)))# 
107137733	colloquy	formal	conversation	 (S1 (NP (JJ formal)(NN conversation)))# 
107137807	detail	extended	treatment	 (S1 (NP (NP (JJ extended)(NN treatment))(PP (IN of)(NP (NNS particulars)))))# 
107141537	rap	voluble	conversation	 (S1 (NP (JJ voluble)(NN conversation)))# 
107142107	tete-a-tete	private	conversation	 (S1 (NP (NP (DT a)(JJ private)(NN conversation))(PP (IN between)(NP (CD two)(NNS people)))))# 
107152259	catchword	favorite	saying	 (S1 (NP (NP (DT a)(JJ favorite)(NN saying))(PP (IN of)(NP (DT a)(ADJP (JJ sect)(CC or)(JJ political))(NN group)))))# 
107152259	motto	favorite	saying	 (S1 (NP (NP (DT a)(JJ favorite)(NN saying))(PP (IN of)(NP (DT a)(ADJP (JJ sect)(CC or)(JJ political))(NN group)))))# 
107152259	shibboleth	favorite	saying	 (S1 (NP (NP (DT a)(JJ favorite)(NN saying))(PP (IN of)(NP (DT a)(ADJP (JJ sect)(CC or)(JJ political))(NN group)))))# 
107152259	slogan	favorite	saying	 (S1 (NP (NP (DT a)(JJ favorite)(NN saying))(PP (IN of)(NP (DT a)(ADJP (JJ sect)(CC or)(JJ political))(NN group)))))# 
107153641	moralism	moral	maxim	 (S1 (NP (DT a)(JJ moral)(NN maxim)))# 
107154243	truism	obvious	truth	 (S1 (NP (DT an)(JJ obvious)(NN truth)))# 
107154868	sumpsimus	correct	expression	 (S1 (NP (NP (DT a)(JJ correct)(NN expression))(SBAR (WHNP (WDT that))(S (VP (VBZ takes)(NP (NP (DT the)(NN place))(PP (IN of)(NP (DT a)(ADJP (JJ popular)(CC but)(JJ incorrect))(NN expression)))))))))# 
107156819	monologue	long	utterance	 (S1 (NP (NP (DT a)(JJ long)(NN utterance))(PP (IN by)(NP (NP (CD one)(NN person))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (NN one))(SBAR (WHNP (WDT that))(S (VP (VBZ prevents)(NP (NNS others))(PP (IN from)(S (VP (VBG participating)(PP (IN in)(NP (
107159467	slang	informal	language	 (S1 (NP (NP (JJ informal)(NN language))(VP (VBG consisting)(PP (IN of)(NP (NP (NNS words)(CC and)(NNS expressions))(SBAR (WHNP (WDT that))(S (VP (AUX are)(RB not)(VP (VBN considered)(S (ADJP (JJ appropriate)(PP (IN for)(NP (JJ formal)(NNS occasions))))))
107159791	charm	verbal	formula	 (S1 (NP (NP (DT a)(JJ verbal)(NN formula))(VP (VBN believed)(S (VP (TO to)(VP (AUX have)(NP (JJ magical)(NN force))))))))# 
107159791	spell	verbal	formula	 (S1 (NP (NP (DT a)(JJ verbal)(NN formula))(VP (VBN believed)(S (VP (TO to)(VP (AUX have)(NP (JJ magical)(NN force))))))))# 
107160424	curse	evil	spell	 (S1 (NP (DT an)(JJ evil)(NN spell)))# 
107160424	hex	evil	spell	 (S1 (NP (DT an)(JJ evil)(NN spell)))# 
107160424	jinx	evil	spell	 (S1 (NP (DT an)(JJ evil)(NN spell)))# 
107160424	whammy	evil	spell	 (S1 (NP (DT an)(JJ evil)(NN spell)))# 
