Synset	T	V	N	Parsed Definition
201301230	clog	impede	burden	(S1 (S (VP (VB impede)(NP (NP (NP (DT the)(NN motion))(PP (IN of)(, ,)(RB as)(PP (IN with)(NP (DT a)(NN chain)))))(CC or)(NP (DT a)(NN burden))))))#
201304716	anchor	secure	vessel	(S1 (S (VP (VB secure)(NP (NP (DT a)(NN vessel))(PP (IN with)(NP (DT an)(NNP anchor)))))))#
201304716	cast anchor	secure	vessel	(S1 (S (VP (VB secure)(NP (NP (DT a)(NN vessel))(PP (IN with)(NP (DT an)(NNP anchor)))))))#
201304716	drop anchor	secure	vessel	(S1 (S (VP (VB secure)(NP (NP (DT a)(NN vessel))(PP (IN with)(NP (DT an)(NNP anchor)))))))#
201307896	degrade	reduce	erosion	(S1 (S (VP (VB reduce)(NP (NP (NP (DT the)(NN level))(PP (IN of)(NP (NN land))))(, ,)(CONJP (RB as)(IN by))(NP (NN erosion))))))#
201310660	excavate	remove	core	(S1 (S (VP (VB remove)(NP (NP (DT the)(JJ inner)(NN part))(CC or)(NP (NP (DT the)(NN core))(PP (IN of)))))))#
201310660	dig	remove	core	(S1 (S (VP (VB remove)(NP (NP (DT the)(JJ inner)(NN part))(CC or)(NP (NP (DT the)(NN core))(PP (IN of)))))))#
201310660	hollow	remove	core	(S1 (S (VP (VB remove)(NP (NP (DT the)(JJ inner)(NN part))(CC or)(NP (NP (DT the)(NN core))(PP (IN of)))))))#
201311722	trench	dig	trench	(S1 (S (VP (VB dig)(NP (DT a)(NN trench)(CC or)(NNS trenches)))))#
201315140	dowse	use	rod	(S1 (S (VP (VB use)(NP (NP (DT a)(JJ divining)(NN rod))(PP (IN in)(NP (NP (NN search))(PP (IN of)(NP (JJ underground)(NN water)(CC or)(NN metal)))))))))#
201321796	tail	remove	stalk	(S1 (S (VP (VB remove)(NP (NP (DT the)(NN stalk))(PP (IN of)(NP (NNS fruits)(CC or)(NNS berries)))))))#
201324996	commit suicide	kill	oneself	(S1 (S (VP (VB kill)(NP (PRP oneself)))))#
201327582	exterminate	kill	masse	(S1 (S (VP (VB kill)(NP (FW en)(FW masse)))))#(S1 (S (VP (VB kill)(NP (JJ many)))))#
201327582	kill off	kill	masse	(S1 (S (VP (VB kill)(NP (FW en)(FW masse)))))#(S1 (S (VP (VB kill)(NP (JJ many)))))#
201332599	paste	cover	surface	(S1 (S (VP (VB cover)(NP (NP (DT the)(NN surface))(PP (IN of))))))#
201337927	blindfold	cover	eyes	(S1 (S (VP (VB cover)(NP (NP (DT the)(NNS eyes))(PP (IN of)(NP (-LRB- -LRB-)(NP (NN someone))(-RRB- -RRB-)(SBAR (S (VP (TO to)(VP (VB prevent)(NP (PRP him))(PP (IN from)(S (VP (VBG seeing))))))))))))))#
201339812	undrape	strip	something	(S1 (S (VP (VB strip)(NP (NP (NN something))(PP (IN of)(NP (NN drapery)))))))#
201344748	clinch	flatten	ends	(S1 (S (VP (VB flatten)(NP (NP (DT the)(NNS ends))(PRN (-LRB- -LRB-)(PP (IN of)(NP (NNS nails)(CC and)(NNS rivets)))(-RRB- -RRB-))))))#
201348705	unlock	open	lock	(S1 (S (VP (VB open)(NP (NP (DT the)(NN lock))(PP (IN of))))))#
201353873	unseal	break	seal	(S1 (S (VP (VB break)(NP (NP (DT the)(NN seal))(PP (IN of))))))#
201362568	plaster	apply	plaster	(S1 (S (VP (VB apply)(NP (NP (DT a)(NN plaster))(VP (VBN cast)(PP (TO to)))))))#
201372408	punt	kick	ball	(S1 (S (VP (VB kick)(NP (DT the)(NN ball)))))#
201381357	salvage	collect	material	(S1 (S (VP (VB collect)(NP (VBN discarded)(CC or)(VBN refused)(NN material)))))#
201381357	scavenge	collect	material	(S1 (S (VP (VB collect)(NP (VBN discarded)(CC or)(VBN refused)(NN material)))))#
201382720	nut	gather	nuts	(S1 (S (VP (VB gather)(NP (NNS nuts)))))#
201382917	snail	gather	snails	(S1 (S (VP (VB gather)(NP (NNS snails)))))#
201383245	birdnest	gather	birdnests	(S1 (S (VP (VB gather)(NP (NNS birdnests)))))#
201383245	bird-nest	gather	birdnests	(S1 (S (VP (VB gather)(NP (NNS birdnests)))))#
201383393	nest	gather	nests	(S1 (S (VP (VB gather)(NP (NNS nests)))))#
201383646	sponge	gather	sponges	(S1 (S (VP (VB gather)(NP (NP (NNS sponges))(, ,)(PP (IN in)(NP (DT the)(NN ocean)))))))#
201383800	pearl	gather	pearls	(S1 (S (VP (VB gather)(NP (NP (NNS pearls))(, ,)(PP (IN from)(NP (NP (NNS oysters))(PP (IN in)(NP (DT the)(NN ocean)))))))))#
201383947	clam	gather	clams	(S1 (S (VP (VB gather)(NP (NP (NNS clams))(, ,)(PP (IN by)(NP (NP (NN digging))(PP (IN in)(NP (NP (DT the)(NN sand))(PP (IN by)(NP (DT the)(NN ocean)))))))))))#
201399921	bastinado	beat	somebody	(S1 (S (VP (VB beat)(NP (NP (NN somebody))(PP (IN on)(NP (NP (DT the)(NNS soles))(PP (IN of)(NP (DT the)(NNS feet)))))))))#
201413436	bat	use	bat	(S1 (S (VP (VB use)(NP (DT a)(NN bat)))))#
201415162	belt	deliver	blow	(S1 (S (VP (VB deliver)(NP (NP (DT a)(NN blow))(SBAR (S (VP (TO to))))))))#
201415285	punch	deliver	blow	(S1 (S (VP (VB deliver)(NP (NP (DT a)(JJ quick)(NN blow))(SBAR (S (VP (TO to))))))))#
201415285	plug	deliver	blow	(S1 (S (VP (VB deliver)(NP (NP (DT a)(JJ quick)(NN blow))(SBAR (S (VP (TO to))))))))#
201416364	thrash	beat	seeds	(S1 (S (VP (VB beat)(NP (NP (DT the)(NNS seeds))(PP (IN out)(PP (IN of)(NP (DT a)(NN grain))))))))#
201416364	thresh	beat	seeds	(S1 (S (VP (VB beat)(NP (NP (DT the)(NNS seeds))(PP (IN out)(PP (IN of)(NP (DT a)(NN grain))))))))#
201423623	cork	close	bottle	(S1 (S (VP (VB close)(NP (NP (DT a)(NN bottle))(PP (IN with)(NP (DT a)(NN cork)))))))#
201423623	cork up	close	bottle	(S1 (S (VP (VB close)(NP (NP (DT a)(NN bottle))(PP (IN with)(NP (DT a)(NN cork)))))))#
201433159	return	make	return	(S1 (S (VP (VB make)(NP (DT a)(NN return)))))#
201437144	shoot	throw	dice	(S1 (S (VP (VB throw)(NP (NP (NNS dice))(, ,)(PP (IN as)(PP (IN in)(NP (DT a)(NN crap)(NN game))))))))#
201438681	swear out	deliver	summons	(S1 (S (VP (VB deliver)(NP (NP (DT a)(NN warrant))(CC or)(NP (NP (NNS summons))(PP (TO to)(NP (NN someone))))))))#
201438681	serve	deliver	summons	(S1 (S (VP (VB deliver)(NP (NP (DT a)(NN warrant))(CC or)(NP (NP (NNS summons))(PP (TO to)(NP (NN someone))))))))#
201438681	process	deliver	summons	(S1 (S (VP (VB deliver)(NP (NP (DT a)(NN warrant))(CC or)(NP (NP (NNS summons))(PP (TO to)(NP (NN someone))))))))#
201445407	sting	deliver	sting	(S1 (S (VP (VB deliver)(NP (DT a)(NN sting)(S (VP (TO to)))))))#
201445407	bite	deliver	sting	(S1 (S (VP (VB deliver)(NP (DT a)(NN sting)(S (VP (TO to)))))))#
201445407	prick	deliver	sting	(S1 (S (VP (VB deliver)(NP (DT a)(NN sting)(S (VP (TO to)))))))#
201449236	adduct	draw	limb	(S1 (S (VP (VB draw)(NP (NP (DT a)(NN limb))(PP (IN towards)(NP (DT the)(NN body)))))))#
201450961	porter	carry	luggage	(S1 (S (VP (VB carry)(NP (NN luggage)(CC or)(NNS supplies)))))#
201451502	cart	transport	something	(S1 (S (VP (VB transport)(NP (NP (NN something))(PP (IN in)(NP (DT a)(NN cart)))))))#
201465054	concatenate	combine	strings	(S1 (S (VP (VB combine)(NP (NP (CD two)(NNS strings))(SBAR (S (VP (TO to)(VP (VB form)(NP (DT a)(JJ single)(CD one))))))))))#
201496843	emplace	provide	emplacement	(S1 (S (VP (VB provide)(NP (NP (DT a)(JJ new)(NN emplacement))(PP (IN for)(NP (NNS guns)))))))#
201498319	sign	place	signs	(S1 (S (VP (VB place)(NP (NP (NNS signs))(, ,)(PP (IN as)(PP (IN along)(NP (DT a)(NN road))))))))#
201506812	invaginate	fold	inwards	(S1 (S (VP (VB fold)(NP (NNS inwards)))))#
201506812	introvert	fold	inwards	(S1 (S (VP (VB fold)(NP (NNS inwards)))))#
201513990	autotomise	cause	part	(S1 (S (VP (VB cause)(NP (NP (DT a)(NN body)(NN part))(SBAR (S (VP (TO to)(VP (VB undergo)(NP (NN autotomy))))))))))#
201513990	autotomize	cause	part	(S1 (S (VP (VB cause)(NP (NP (DT a)(NN body)(NN part))(SBAR (S (VP (TO to)(VP (VB undergo)(NP (NN autotomy))))))))))#
201519321	unweave	undo	strands	(S1 (S (VP (VB undo)(NP (NP (NNS strands))(SBAR (WHNP (WDT that))(S (VP (AUX have)(VP (AUX been)(VP (VBN woven)(ADVP (RB together)))))))))))#
201531124	entrench	occupy	area	(S1 (S (VP (VB occupy)(NP (DT a)(NN trench)(CC or)(JJ secured)(NN area)))))#
201531124	dig in	occupy	area	(S1 (S (VP (VB occupy)(NP (DT a)(NN trench)(CC or)(JJ secured)(NN area)))))#
201531635	tease	raise	nap	(S1 (S (VP (VB raise)(NP (NP (DT the)(NN nap))(PP (IN of)(NP (-LRB- -LRB-)(NP (NNS fabrics))(-RRB- -RRB-)))))))#
201533166	wash up	wash	dishes	(S1 (S (VP (VB wash)(NP (NNS dishes)))))#
201533166	do the dishes	wash	dishes	(S1 (S (VP (VB wash)(NP (NNS dishes)))))#
201538469	speckle	produce	effect	(S1 (S (VP (VB produce)(NP (DT a)(JJ mottled)(NN effect)))))#
201538469	stipple	produce	effect	(S1 (S (VP (VB produce)(NP (DT a)(JJ mottled)(NN effect)))))#
201539913	reabsorb	undergo	resorption	(S1 (S (VP (VB undergo)(NP (NN resorption)))))#
201539913	resorb	undergo	resorption	(S1 (S (VP (VB undergo)(NP (NN resorption)))))#
201542056	seed	shed	seeds	(S1 (S (VP (VB shed)(NP (NNS seeds)))))#
201545079	lay	lay	eggs	(S1 (S (VP (VB lay)(NP (NNS eggs)))))#
201545208	blow	lay	eggs	(S1 (S (VP (VB lay)(NP (NNS eggs)))))#
201551679	cicatrize	form	scar	(S1 (S (VP (VB form)(NP (NP (DT a)(NN scar))(, ,)(PP (IN after)(NP (DT an)(NN injury)))))))#
201551679	cicatrise	form	scar	(S1 (S (VP (VB form)(NP (NP (DT a)(NN scar))(, ,)(PP (IN after)(NP (DT an)(NN injury)))))))#
201555648	cradle	cut	grain	(S1 (S (VP (VB cut)(NP (NP (NN grain))(PP (IN with)(NP (DT a)(NN cradle)(NN scythe)))))))#
201558582	reduce	undergo	meiosis	(S1 (S (VP (VB undergo)(NP (NNS meiosis)))))#
201566038	shipwreck	destroy	ship	(S1 (S (VP (VB destroy)(NP (DT a)(NN ship)))))#
201567888	afforest	establish	forest	(S1 (S (VP (VB establish)(NP (NP (DT a)(NN forest))(PP (IN on)(NP (ADJP (RB previously)(VBN unforested))(NN land)))))))#
201567888	forest	establish	forest	(S1 (S (VP (VB establish)(NP (NP (DT a)(NN forest))(PP (IN on)(NP (ADJP (RB previously)(VBN unforested))(NN land)))))))#
201572224	dismember	separate	limbs	(S1 (S (VP (VB separate)(NP (NP (DT the)(NNS limbs))(PP (IN from)(NP (DT the)(NN body)))))))#
201591012	gut	destroy	inside	(S1 (S (VP (VB destroy)(NP (NP (DT the)(NN inside))(PP (IN of))))))#
201596056	spot-weld	make	welds	(S1 (S (VP (VB make)(NP (JJ circular)(NNS welds)))))#
201596056	spotweld	make	welds	(S1 (S (VP (VB make)(NP (JJ circular)(NNS welds)))))#
201597832	slam-dunk	make	dunk	(S1 (S (VP (VB make)(NP (DT a)(NN slam)(NN dunk)))))#
201598140	chip	play	shot	(S1 (S (VP (VB play)(NP (DT a)(NN chip)(NN shot)))))#
201598395	carom	make	carom	(S1 (S (VP (VB make)(NP (DT a)(NN carom)))))#
201600759	nab	tag	runner	(S1 (S (VP (VB tag)(NP (NP (DT the)(JJ base)(NN runner))(SBAR (S (VP (TO to)(VP (VB get)(NP (PRP him))(PRT (RP out))))))))))#
201603620	limber	attach	limber	(S1 (S (VP (VB attach)(NP (DT the)(NN limber)))))#
201603620	limber up	attach	limber	(S1 (S (VP (VB attach)(NP (DT the)(NN limber)))))#
201610463	break up	destroy	completeness	(S1 (S (VP (VB destroy)(NP (NP (DT the)(NN completeness))(PP (IN of)(NP (NP (DT a)(NN set))(PP (IN of)(NP (JJ related)(NNS items)))))))))#
201610463	break	destroy	completeness	(S1 (S (VP (VB destroy)(NP (NP (DT the)(NN completeness))(PP (IN of)(NP (NP (DT a)(NN set))(PP (IN of)(NP (JJ related)(NNS items)))))))))#
201610834	cut	make	separation	(S1 (S (VP (VB make)(NP (DT an)(NN incision)(CC or)(NN separation)))))#
201626705	anthologize	compile	anthology	(S1 (S (VP (VB compile)(NP (DT an)(NN anthology)))))#
201626705	anthologise	compile	anthology	(S1 (S (VP (VB compile)(NP (DT an)(NN anthology)))))#
201627105	compile	use	program	(S1 (S (VP (VB use)(NP (NP (DT a)(NN computer)(NN program))(SBAR (S (VP (TO to)(VP (VB translate)(NP (NP (NN source)(NN code))(VP (VBN written)(PP (IN in)(NP (DT a)(JJ particular)(NN programming)(NN language)))))(PP (IN into)(NP (NP (JJ computer-readable)
201630903	pry	make	inquiry	(S1 (S (VP (VB make)(NP (DT an)(ADJP (JJ uninvited)(CC or)(JJ presumptuous))(NN inquiry)))))#
201630903	prise	make	inquiry	(S1 (S (VP (VB make)(NP (DT an)(ADJP (JJ uninvited)(CC or)(JJ presumptuous))(NN inquiry)))))#
201634734	mythologise	construct	myth	(S1 (S (VP (VB construct)(NP (DT a)(NN myth)))))#
201634734	mythologize	construct	myth	(S1 (S (VP (VB construct)(NP (DT a)(NN myth)))))#
201636008	visualize	form	picture	(S1 (S (VP (VB form)(NP (NP (DT a)(JJ mental)(NN picture))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (JJ invisible)(CC or)(JJ abstract)))))))))))#
201636008	visualise	form	picture	(S1 (S (VP (VB form)(NP (NP (DT a)(JJ mental)(NN picture))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (JJ invisible)(CC or)(JJ abstract)))))))))))#
201636397	imagine	form	image	(S1 (S (VP (VB form)(NP (NP (DT a)(JJ mental)(NN image))(PP (IN of)(NP (NP (NN something))(SBAR (SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(ADJP (JJ present)))))(CC or)(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(NP (DT the)(NN case))))))))))))#
201636397	conceive of	form	image	(S1 (S (VP (VB form)(NP (NP (DT a)(JJ mental)(NN image))(PP (IN of)(NP (NP (NN something))(SBAR (SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(ADJP (JJ present)))))(CC or)(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(NP (DT the)(NN case))))))))))))#
201636397	ideate	form	image	(S1 (S (VP (VB form)(NP (NP (DT a)(JJ mental)(NN image))(PP (IN of)(NP (NP (NN something))(SBAR (SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(ADJP (JJ present)))))(CC or)(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(NP (DT the)(NN case))))))))))))#
201636397	envisage	form	image	(S1 (S (VP (VB form)(NP (NP (DT a)(JJ mental)(NN image))(PP (IN of)(NP (NP (NN something))(SBAR (SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(ADJP (JJ present)))))(CC or)(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(NP (DT the)(NN case))))))))))))#
201638825	plot	devise	sequence	(S1 (S (VP (VB devise)(NP (NP (DT the)(NN sequence))(PP (IN of)(NP (NP (NNS events))(PP (IN in)(NP (-LRB- -LRB-)(NP (DT a)(NP (JJ literary)(NN work))(CC or)(NP (DT a)(NN play))(, ,)(NN movie)(, ,)(CC or)(NN ballet))(-RRB- -RRB-)))))))))#
201642437	introduce	bring	something	(S1 (S (VP (VB bring)(NP (NP (NN something))(ADJP (JJ new)(PP (TO to)(NP (DT an)(NN environment))))))))#
201642437	innovate	bring	something	(S1 (S (VP (VB bring)(NP (NP (NN something))(ADJP (JJ new)(PP (TO to)(NP (DT an)(NN environment))))))))#
201648684	tee up	make	preparations	(S1 (S (VP (VB make)(NP (JJ detailed)(NNS arrangements)(CC or)(NNS preparations)))))#
201652731	fruit	bear	fruit	(S1 (S (VP (VB bear)(NP (NN fruit)))))#
201654271	forge	make	copy	(S1 (S (VP (VB make)(NP (NP (DT a)(NN copy))(PP (IN of)(PP (IN with)(NP (DT the)(NN intent)(S (VP (TO to)(VP (VB deceive)))))))))))#
201654271	fake	make	copy	(S1 (S (VP (VB make)(NP (NP (DT a)(NN copy))(PP (IN of)(PP (IN with)(NP (DT the)(NN intent)(S (VP (TO to)(VP (VB deceive)))))))))))#
201654271	counterfeit	make	copy	(S1 (S (VP (VB make)(NP (NP (DT a)(NN copy))(PP (IN of)(PP (IN with)(NP (DT the)(NN intent)(S (VP (TO to)(VP (VB deceive)))))))))))#
201659144	cooper	make	casks	(S1 (S (VP (VB make)(NP (NNS barrels)(CC and)(NNS casks)))))#
201665638	cook	prepare	meal	(S1 (S (VP (VB prepare)(NP (DT a)(JJ hot)(NN meal)))))#
201667132	alter	make	alteration	(S1 (S (VP (VB make)(NP (DT an)(NN alteration)(S (VP (TO to)))))))#
201670901	macrame	make	patterns	(S1 (S (VP (VB make)(NP (JJ knotted)(NNS patterns)))))#
201678407	redecorate	redo	decoration	(S1 (S (VP (VB redo)(NP (NP (DT the)(NN decoration))(PP (IN of)(NP (DT an)(NN apartment)(CC or)(NN house)))))))#
201679106	scallop	decorate	edge	(S1 (S (VP (VB decorate)(NP (NP (DT an)(NN edge))(PP (IN with)(NP (NNS scallops)))))))#
201682039	inlay	decorate	surface	(S1 (S (VP (VB decorate)(NP (NP (DT the)(NN surface))(PP (IN of)(PP (IN by)(S (VP (VBG inserting)(NP (NN wood)(, ,)(NN stone)(, ,)(CC and)(NN metal))))))))))#
201684899	paint	make	painting	(S1 (S (VP (VB make)(NP (DT a)(NN painting)))))#
201685313	create	pursue	activity	(S1 (S (VP (VB pursue)(NP (DT a)(JJ creative)(NN activity)))))#
201686132	represent	create	likeness	(S1 (S (VP (VB create)(NP (NP (DT an)(NN image))(CC or)(NP (NP (NN likeness))(PP (IN of)))))))#
201686132	interpret	create	likeness	(S1 (S (VP (VB create)(NP (NP (DT an)(NN image))(CC or)(NP (NP (NN likeness))(PP (IN of)))))))#
201689379	limn	trace	shape	(S1 (S (VP (VB trace)(NP (NP (DT the)(NN shape))(PP (IN of))))))#
201689379	outline	trace	shape	(S1 (S (VP (VB trace)(NP (NP (DT the)(NN shape))(PP (IN of))))))#
201689379	delineate	trace	shape	(S1 (S (VP (VB trace)(NP (NP (DT the)(NN shape))(PP (IN of))))))#
201690816	draw	write	paper	(S1 (S (VP (VB write)(NP (NP (DT a)(JJ legal)(NN document))(CC or)(NP (NN paper))))))#
201690972	project	draw	projection	(S1 (S (VP (VB draw)(NP (NP (DT a)(NN projection))(PP (IN of))))))#
201693324	doodle	make	doodle	(S1 (S (VP (VB make)(NP (DT a)(NN doodle)))))#
201694263	imitate	make	copy	(S1 (S (VP (VB make)(NP (NP (DT a)(NN reproduction)(CC or)(NN copy))(PP (IN of))))))#
201694984	clone	make	copies	(S1 (S (VP (VB make)(NP (NP (JJ multiple)(JJ identical)(NNS copies))(PP (IN of))))))#
201695459	roneo	make	copies	(S1 (S (VP (VB make)(NP (NP (NNS copies))(PP (IN on)(NP (DT a)(NNP Roneograph)))))))#
201696350	vein	make	pattern	(S1 (S (VP (VB make)(NP (DT a)(JJ veinlike)(NN pattern)))))#
201697406	model	construct	model	(S1 (S (VP (VB construct)(NP (NP (DT a)(NN model))(PP (IN of))))))#
201697406	mock up	construct	model	(S1 (S (VP (VB construct)(NP (NP (DT a)(NN model))(PP (IN of))))))#
201698271	pen	produce	work	(S1 (S (VP (VB produce)(NP (DT a)(JJ literary)(NN work)))))#
201698271	indite	produce	work	(S1 (S (VP (VB produce)(NP (DT a)(JJ literary)(NN work)))))#
201698271	compose	produce	work	(S1 (S (VP (VB produce)(NP (DT a)(JJ literary)(NN work)))))#
201698271	write	produce	work	(S1 (S (VP (VB produce)(NP (DT a)(JJ literary)(NN work)))))#
201698916	lyric	write	lyrics	(S1 (S (VP (VB write)(NP (NP (NNS lyrics))(PP (IN for)(NP (-LRB- -LRB-)(NP (DT a)(NN song))(-RRB- -RRB-)))))))#
201699059	relyric	write	lyrics	(S1 (S (VP (VB write)(NP (NP (JJ new)(NNS lyrics))(PP (IN for)(NP (-LRB- -LRB-)(NP (DT a)(NN song))(-RRB- -RRB-)))))))#
201699539	paragraph	write	paragraphs	(S1 (S (VP (VB write)(NP (NNS paragraphs)))))#
201703326	elegize	compose	elegy	(S1 (S (VP (VB compose)(NP (DT an)(NN elegy)))))#
201703326	elegise	compose	elegy	(S1 (S (VP (VB compose)(NP (DT an)(NN elegy)))))#
201703613	sonnet	compose	sonnet	(S1 (S (VP (VB compose)(NP (DT a)(NN sonnet)))))#
201705494	compose	write	music	(S1 (S (VP (VB write)(NP (NN music)))))#
201705494	write	write	music	(S1 (S (VP (VB write)(NP (NN music)))))#
201708542	jive	dance	jive	(S1 (S (VP (VB dance)(NP (DT the)(NN jive)))))#
201709931	clog	dance	dance	(S1 (S (VP (VB dance)(NP (DT a)(NN clog)(NN dance)))))#
201710048	tap dance	perform	dance	(S1 (S (VP (VB perform)(NP (DT a)(VB tap)(NN dance)))))#
201710190	belly dance	perform	dance	(S1 (S (VP (VB perform)(NP (DT a)(NN belly)(NN dance)))))#
201711073	miscast	cast	dancer	(S1 (S (VP (VB cast)(NP (NP (DT an)(NN actor)(, ,)(NN singer)(, ,)(CC or)(NN dancer))(PP (IN in)(NP (DT an)(JJ unsuitable)(NN role)))))))#
201713348	stunt	perform	stunt	(S1 (S (VP (VB perform)(NP (DT a)(NN stunt)(CC or)(NNS stunts)))))#
201713796	interlude	perform	interlude	(S1 (S (VP (VB perform)(NP (DT an)(NN interlude)))))#
201715040	solo	perform	piece	(S1 (S (VP (VB perform)(NP (NP (DT a)(NN piece))(VP (VBN written)(PP (IN for)(NP (DT a)(JJ single)(NN instrument))))))))#
201715997	rap	perform	music	(S1 (S (VP (VB perform)(NP (NN rap)(NN music)))))#
201726605	register	manipulate	registers	(S1 (S (VP (VB manipulate)(NP (NP (DT the)(NNS registers))(PP (IN of)(NP (DT an)(NN organ)))))))#
201727490	reprise	repeat	theme	(S1 (S (VP (VB repeat)(NP (NP (DT an)(JJR earlier)(NN theme))(PP (IN of)(NP (DT a)(NN composition)))))))#
201727490	reprize	repeat	theme	(S1 (S (VP (VB repeat)(NP (NP (DT an)(JJR earlier)(NN theme))(PP (IN of)(NP (DT a)(NN composition)))))))#
201727490	repeat	repeat	theme	(S1 (S (VP (VB repeat)(NP (NP (DT an)(JJR earlier)(NN theme))(PP (IN of)(NP (DT a)(NN composition)))))))#
201727490	recapitulate	repeat	theme	(S1 (S (VP (VB repeat)(NP (NP (DT an)(JJR earlier)(NN theme))(PP (IN of)(NP (DT a)(NN composition)))))))#
201728052	pedal	operate	pedals	(S1 (S (VP (VB operate)(NP (NP (DT the)(NNS pedals))(PP (IN on)(NP (DT a)(NN keyboard)(NN instrument)))))))#
201728355	follow	perform	accompaniment	(S1 (S (VP (VB perform)(NP (NP (DT an)(NN accompaniment))(SBAR (S (VP (TO to))))))))#
201728355	play along	perform	accompaniment	(S1 (S (VP (VB perform)(NP (NP (DT an)(NN accompaniment))(SBAR (S (VP (TO to))))))))#
201728355	accompany	perform	accompaniment	(S1 (S (VP (VB perform)(NP (NP (DT an)(NN accompaniment))(SBAR (S (VP (TO to))))))))#
201731718	hymn	sing	hymn	(S1 (S (VP (VB sing)(NP (DT a)(NN hymn)))))#
201731828	carol	sing	carols	(S1 (S (VP (VB sing)(NP (NNS carols)))))#
201732014	madrigal	sing	madrigals	(S1 (S (VP (VB sing)(NP (NNS madrigals)))))#
201732532	drum	play	instrument	(S1 (S (VP (VB play)(NP (DT a)(NNP percussion)(NN instrument)))))#
201732713	harp	play	harp	(S1 (S (VP (VB play)(NP (DT the)(NN harp)))))#
201733667	fiddle	play	fiddle	(S1 (S (VP (VB play)(NP (DT the)(NN violin)(CC or)(NN fiddle)))))#
201735308	duplicate	make	duplicates	(S1 (S (VP (VB make)(NP (NP (NP (DT a)(VB duplicate))(CC or)(NP (NNS duplicates)))(PP (IN of))))))#
201740468	overproduce	produce	more	(S1 (S (VP (VB produce)(NP (NP (JJR more))(PP (IN than)(S (VP (VP (VBN needed))(CC or)(VP (VBN wanted)))))))))#
201742415	harrow	draw	harrow	(S1 (S (VP (VB draw)(NP (NP (DT a)(NN harrow))(PP (IN over)(NP (-LRB- -LRB-)(NP (NN land))(-RRB- -RRB-)))))))#
201742415	disk	draw	harrow	(S1 (S (VP (VB draw)(NP (NP (DT a)(NN harrow))(PP (IN over)(NP (-LRB- -LRB-)(NP (NN land))(-RRB- -RRB-)))))))#
201742726	cultivate	foster	growth	(S1 (S (VP (VB foster)(NP (NP (DT the)(NN growth))(PP (IN of))))))#
201747717	programme	write	program	(S1 (S (VP (VB write)(NP (DT a)(NN computer)(NN program)))))#
201747717	program	write	program	(S1 (S (VP (VB write)(NP (DT a)(NN computer)(NN program)))))#
201752728	sporulate	produce	spores	(S1 (S (VP (VB produce)(NP (NNS spores)))))#
201755389	shimmy	dance	shimmy	(S1 (S (VP (VB dance)(NP (DT a)(NN shimmy)))))#
201757338	facilitate	increase	likelihood	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN likelihood))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT a)(NN response))(-RRB- -RRB-)))))))#
201759926	strike a chord	evoke	emotion	(S1 (S (VP (VB evoke)(NP (NP (DT a)(NN reaction))(, ,)(NP (NN response))(, ,)(CC or)(NP (NN emotion))))))#
201759926	touch a chord	evoke	emotion	(S1 (S (VP (VB evoke)(NP (NP (DT a)(NN reaction))(, ,)(NP (NN response))(, ,)(CC or)(NP (NN emotion))))))#
201760143	ask for	increase	likelihood	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN likelihood))(PP (IN of))))))#
201760143	invite	increase	likelihood	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN likelihood))(PP (IN of))))))#
201761706	stir	stir	peace	(S1 (S (VP (VB stir)(NP (NP (DT the)(NNS feelings))(, ,)(NP (NNS emotions))(, ,)(CC or)(NP (NP (NN peace))(PP (IN of)))))))#
201761706	excite	stir	peace	(S1 (S (VP (VB stir)(NP (NP (DT the)(NNS feelings))(, ,)(NP (NNS emotions))(, ,)(CC or)(NP (NP (NN peace))(PP (IN of)))))))#
201761706	stimulate	stir	peace	(S1 (S (VP (VB stir)(NP (NP (DT the)(NNS feelings))(, ,)(NP (NNS emotions))(, ,)(CC or)(NP (NP (NN peace))(PP (IN of)))))))#
201761706	shake	stir	peace	(S1 (S (VP (VB stir)(NP (NP (DT the)(NNS feelings))(, ,)(NP (NNS emotions))(, ,)(CC or)(NP (NP (NN peace))(PP (IN of)))))))#
201761706	shake up	stir	peace	(S1 (S (VP (VB stir)(NP (NP (DT the)(NNS feelings))(, ,)(NP (NNS emotions))(, ,)(CC or)(NP (NP (NN peace))(PP (IN of)))))))#
201766952	retire	lose	interest	(S1 (S (VP (VB lose)(NP (NN interest)))))#
201766952	withdraw	lose	interest	(S1 (S (VP (VB lose)(NP (NN interest)))))#
