ID	Word	W1	W2	DEF_SYNT
1531	unpredictive	having	value	(S1 (S (VP (VBG having) (NP (DT no) (JJ predictive) (NN value)))))#
1532	stormproof	withstand	storms	(S1 (UCP (VP (VBN protected) (PP (IN against))) (CC or) (ADJP (JJ able) (S (VP (TO to) (VP (VB withstand) (NP (NNS storms))))))))#
1533	antifertility	preventing	conception	(S1 (S (ADJP (JJ capable) (PP (IN of) (S (VP (VBG preventing) (NP (NN conception) (CC or) (NN impregnation))))))))#
1534	tutelar	providing	supervision	(S1 (S (S (VP (VBG providing) (NP (JJ protective) (NN supervision)))) (: ;) (S (VP (VP (VBG watching) (PRT (RP over))) (CC or) (VP (VBG safeguarding))))))#
1535	safety-related	providing	safety	(S1 (S (VP (VBG providing) (CC or) (VBG ensuring) (NP (NN safety)))))#
1536	self-important	having	feelings	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (NP (NNS feelings)) (PP (IN of) (NP (JJ unwarranted) (NN importance)))) (PP (IN out) (PP (IN of) (S (VP (VBG overbearing) (NP (NN pride)))))))))#
1537	cock-a-hoop	exhibiting	self-importance	(S1 (S (VP (VBG exhibiting) (NP (NN self-importance)))))#
1538	self-respecting	having	self-esteem	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (NN self-esteem)))))#
1539	self-respectful	having	self-esteem	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (NN self-esteem)))))#
1540	self-conceited	having	sense	(S1 (NP (NP (NP (NN characteristic)) (PP (IN of) (NP (JJ false) (NN pride)))) (: ;) (S (VP (VBG having) (NP (NP (DT an) (JJ exaggerated) (NN sense)) (PP (IN of) (NP (NN self-importance))))))))#
1541	swollen-headed	having	sense	(S1 (NP (NP (NP (NN characteristic)) (PP (IN of) (NP (JJ false) (NN pride)))) (: ;) (S (VP (VBG having) (NP (NP (DT an) (JJ exaggerated) (NN sense)) (PP (IN of) (NP (NN self-importance))))))))#
1542	shabby-genteel	maintain	dignity	(S1 (S (VP (VBG trying) (S (VP (TO to) (VP (VB maintain) (NP (NN dignity) (CC and) (NN self) (NN respect)) (PP (IN despite) (NP (NN shabbiness)))))))))#
1543	unforesightful	lacking	foresight	(S1 (S (VP (VBG lacking) (NP (NN foresight) (CC or) (NN scope)))))#
1544	unforethoughtful	lacking	forethought	(S1 (S (VP (VBG lacking) (NP (NN forethought)))))#
1545	agitative	cause	anger	(S1 (S (VP (VBG causing) (CC or) (VBG tending) (S (VP (TO to) (VP (VB cause) (NP (NN anger) (CC or) (NN resentment))))))))#
1546	ill-considered	given	consideration	(S1 (S (RB not) (VP (VBN given) (NP (JJ careful) (NN consideration)))))#
1547	ill-judged	given	consideration	(S1 (S (RB not) (VP (VBN given) (NP (JJ careful) (NN consideration)))))#
1548	relatiative	having	nature	(S1 (PP (IN of) (S (VP (CC or) (VP (VBG relating) (PP (TO to))) (CC or) (VP (VBG having) (NP (NP (DT the) (NN nature)) (PP (IN of) (NP (NN retribution)))))))))#
1549	half-blooded	having	parent	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS animals))) (-RRB- -RRB-)) (VP (VBG having) (NP (QP (RB only) (CD one)) (JJ purebred) (NN parent)))))#
1550	half-bred	having	parent	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS animals))) (-RRB- -RRB-)) (VP (VBG having) (NP (QP (RB only) (CD one)) (JJ purebred) (NN parent)))))#
1551	technical-grade	containing	amounts	(S1 (S (S (VP (VBG containing) (NP (NP (JJ small) (NNS amounts)) (PP (IN of) (NP (JJ other) (NNS chemicals)))))) (, ,) (ADVP (RB hence)) (ADJP (RB slightly) (JJ impure))))#
1552	goal-directed	having	purpose	(S1 (S (VP (VBG having) (NP (DT a) (NN purpose)))))#
1553	purpose-built	serve	purpose	(S1 (S (VP (VBN designed) (CC and) (VBN constructed) (S (VP (TO to) (VP (VB serve) (NP (DT a) (JJ particular) (NN purpose))))))))#
1554	purpose-made	serve	purpose	(S1 (S (VP (VBN designed) (CC and) (VBN constructed) (S (VP (TO to) (VP (VB serve) (NP (DT a) (JJ particular) (NN purpose))))))))#
1555	potty-trained	use	toilet	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS children))) (-RRB- -RRB-)) (VP (VBN trained) (S (VP (TO to) (VP (VB use) (NP (DT the) (NN toilet))))))))#
1556	pot-trained	use	toilet	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS children))) (-RRB- -RRB-)) (VP (VBN trained) (S (VP (TO to) (VP (VB use) (NP (DT the) (NN toilet))))))))#
1557	toilet-trained	use	toilet	(S1 (NP (NP (NN train)) (PRN (-LRB- -LRB-) (NP (DT a) (JJ small) (NN child)) (-RRB- -RRB-)) (SBAR (S (VP (TO to) (VP (VB use) (NP (DT the) (NN toilet))))))))#
1558	weasel-worded	avoid	statement	(S1 (S (VP (ADVP (RB evasively)) (VBN worded) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB avoid) (NP (DT an) (JJ unqualified) (NN statement)))))))))#
1559	denary	containing	parts	(S1 (S (VP (VBG containing) (NP (QP (CD ten) (CC or) (CD ten)) (NNS parts)))))#
1560	stertorous	having	sound	(S1 (PP (IN of) (S (VP (VBG breathing) (S (VP (VBG having) (NP (DT a) (JJ heavy) (VBG snoring) (NN sound))))))))#
1561	reposeful	affording	rest	(S1 (S (VP (VBG affording) (NP (ADJP (JJ physical) (CC or) (JJ mental)) (NN rest)))))#
1562	demythologized	remove	element	(S1 (S (VP (VB remove) (NP (DT the) (JJ mythical) (NN element)) (PP (IN from) (NP (-LRB- -LRB-) (NP (NNS writings)) (-RRB- -RRB-))))))#
1563	demythologised	remove	element	(S1 (S (VP (VB remove) (NP (DT the) (JJ mythical) (NN element)) (PP (IN from) (NP (-LRB- -LRB-) (NP (NNS writings)) (-RRB- -RRB-))))))#
1564	oxidizable	undergoing	reaction	(S1 (S (ADJP (JJ capable) (PP (IN of) (S (VP (VBG undergoing) (NP (NP (DT a) (JJ chemical) (NN reaction)) (PP (IN with) (NP (NN oxygen))))))))))#
1565	eye-deceiving	creating	illusion	(S1 (S (VP (VBG creating) (NP (NP (DT the) (NN illusion)) (PP (IN of) (S (VP (VBG seeing) (NP (NN reality)))))))))#
1566	trompe-l'oeil	creating	illusion	(S1 (S (VP (VBG creating) (NP (NP (DT the) (NN illusion)) (PP (IN of) (S (VP (VBG seeing) (NP (NN reality)))))))))#
1567	mythologic	lacking	basis	(S1 (S (VP (VP (VBN based) (PP (IN on))) (CC or) (VP (VBD told) (PP (IN of)) (PP (IN in) (NP (JJ traditional) (NNS stories))))) (: ;) (S (VP (VBG lacking) (NP (NP (JJ factual) (NN basis)) (CC or) (NP (JJ historical) (NN validity)))))))#
1568	true-to-life	representing	things	(S1 (S (VP (VBG representing) (NP (NP (NNS things)) (CC or) (NP (NNS actions) (CC or) (NNS conditions))) (SBAR (IN as) (S (NP (PRP they)) (ADVP (RB actually)) (VP (VBP are)))))))#
1569	commonsensible	exhibiting	judgment	(S1 (S (VP (VBG exhibiting) (NP (JJ native) (JJ good) (NN judgment)))))#
1570	level-headed	exercising	judgment	(S1 (S (VP (VBG exercising) (CC or) (VBG showing) (NP (JJ good) (NN judgment)))))#
1571	debonnaire	having	charm	(S1 (S (VP (VBG having) (NP (DT a) (JJ sophisticated) (NN charm)))))#
1572	ungentlemanlike	gentleman	gentleman	(S1 (FRAG (RB not) (VP (JJ befitting) (NP (DT a) (NN gentleman)))))#
1573	assonant	having	sound	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ same) (NN sound)) (PRN (-LRB- -LRB-) (NP (RB especially) (DT the) (JJ same) (NN vowel) (NN sound)) (-RRB- -RRB-)) (VP (VBG occurring) (PP (IN in) (NP (JJ successive) (VBN stressed) (NNS syllables))))))))#
1574	unrimed	having	rhyme	(S1 (S (VP (RB not) (VBG having) (NP (NN rhyme)))))#
1575	rhymeless	having	rhyme	(S1 (S (VP (RB not) (VBG having) (NP (NN rhyme)))))#
1576	rimeless	having	rhyme	(S1 (S (VP (RB not) (VBG having) (NP (NN rhyme)))))#
1577	day-to-day	occurring	day	(S1 (PP (IN of) (S (VP (CC or) (VP (VBG belonging) (PP (TO to))) (CC or) (VP (VBG occurring) (NP (DT every) (NN day)))))))#
1578	day-by-day	occurring	day	(S1 (PP (IN of) (S (VP (CC or) (VP (VBG belonging) (PP (TO to))) (CC or) (VP (VBG occurring) (NP (DT every) (NN day)))))))#
1579	day-after-day	occurring	day	(S1 (PP (IN of) (S (VP (CC or) (VP (VBG belonging) (PP (TO to))) (CC or) (VP (VBG occurring) (NP (DT every) (NN day)))))))#
1580	hebdomadal	occurring	days	(S1 (UCP (IN of) (CC or) (VP (VBG occurring) (NP (DT every) (CD seven) (NNS days)))))#
1581	hebdomadary	occurring	days	(S1 (UCP (IN of) (CC or) (VP (VBG occurring) (NP (DT every) (CD seven) (NNS days)))))#
1582	half-hourly	occurring	hour	(S1 (S (VP (VBG occurring) (ADVP (RB ever)) (NP (DT half) (NN hour)))))#
1583	nonoscillatory	having	vibrations	(S1 (S (VP (RB not) (VBG having) (NP (JJ periodic) (NNS vibrations)))))#
1584	coreferent	sharing	link	(S1 (S (VP (VBN related) (PP (IN by) (S (VP (VBG sharing) (NP (NP (DT a) (JJ symbolic) (NN link)) (PP (TO to) (NP (NP (DT a) (JJ concrete) (NN object)) (CC or) (NP (DT an) (NN abstraction)))))))))))#
1585	nonfigurative	representing	reality	(S1 (S (RB not) (VP (VBG representing) (CC or) (VBG imitating) (NP (NP (JJ external) (NN reality)) (CC or) (NP (NP (DT the) (NNS objects)) (PP (IN of) (NP (NN nature))))))))#
1586	well-thought-of	receiving	regard	(S1 (S (VP (VBG receiving) (NP (JJ deferential) (NN regard)))))#
1587	admissive	allowing	admission	(S1 (S (VP (VBN characterized) (PP (IN by) (S (VP (CC or) (VBG allowing) (NP (NN admission))))))))#
1588	first-come-first-serve	accepting	reservations	(S1 (S (RB not) (VP (VBG accepting) (NP (NNS reservations)))))#
1589	weak-kneed	lacking	will	(S1 (S (VP (VBG lacking) (NP (NP (NN will) (NN power)) (CC or) (NP (NN resolution))))))#
1590	regardful	showing	deference	(S1 (S (VP (VBG showing) (NP (NN deference)))))#
1591	gibelike	expressing	contempt	(S1 (S (VP (VBG abusing) (ADVP (RB vocally))) (: ;) (S (VP (VBG expressing) (NP (NN contempt) (CC or) (NN ridicule))))))#
1592	undutiful	lacking	respect	(S1 (S (VP (VBG lacking) (NP (NP (JJ due) (NN respect)) (CC or) (NP (NN dutifulness))))))#
1593	undeferential	showing	respect	(S1 (S (RB not) (VP (VBG showing) (NP (JJ courteous) (NN respect)))))#
1594	do-nothing	does	work	(S1 (NP (NP (NN person)) (SBAR (WHNP (WP who)) (S (VP (VBZ does) (NP (DT no) (NN work)))))))#
1595	open-plan	having	rooms	(S1 (S (VP (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS rooms) (CC or) (NNS buildings))) (-RRB- -RRB-)) (S (VP (VBG having) (NP (JJ large) (NNS rooms)) (PP (IN with) (NP (JJ few) (VBG dividing) (NNS partitions))))))))#
1596	netlike	having	interstices	(S1 (S (VP (VP (VBG having) (NP (JJ open) (NNS interstices))) (CC or) (VP (VBG resembling) (NP (DT a) (NN web))))))#
1597	networklike	having	network	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN network)) (PP (IN of) (NP (NNS veins) (CC or) (NNS ribs)))))))#
1598	nonreticulate	resembling	network	(S1 (S (RB not) (VP (VBG resembling) (CC or) (VBG forming) (NP (DT a) (NN network)))))#
1599	unreverberant	lacking	tendency	(S1 (NP (NP (RB not) (NN reverberant)) (: ;) (S (VP (VBG lacking) (NP (NP (DT a) (NN tendency)) (SBAR (S (VP (TO to) (VP (VB reverberate))))))))))#
1600	nonresonant	lacking	tendency	(S1 (NP (NP (RB not) (NN reverberant)) (: ;) (S (VP (VBG lacking) (NP (NP (DT a) (NN tendency)) (SBAR (S (VP (TO to) (VP (VB reverberate))))))))))#
1601	revitalised	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN vigor)) (PP (TO to)))))#
1602	awestricken	having	feeling	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (NP (DT a) (NN feeling)) (PP (IN of) (NP (VBN mixed) (NN reverence) (CC and) (NN respect) (CC and) (NN wonder) (CC and) (NN dread)))))))#
1603	costate	having	texture	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT the) (NN surface))) (-RRB- -RRB-)) (VP (VBG having) (NP (DT a) (JJ rough) (, ,) (JJ riblike) (NN texture)))))#
1604	riblike	resembling	rib	(S1 (S (VP (VBG resembling) (NP (DT a) (NN rib)))))#
1605	ribless	having	ribs	(S1 (S (VP (VBG having) (NP (NP (DT no) (NNS ribs)) (CC or) (NP (DT no) (JJ visible) (NNS ribs))))))#
1606	stone-broke	lacking	funds	(S1 (S (VP (VBG lacking) (NP (NNS funds)))))#
1607	stony-broke	lacking	funds	(S1 (S (VP (VBG lacking) (NP (NNS funds)))))#
1608	poverty-stricken	need	help	(S1 (S (ADJP (JJ poor) (RB enough) (S (VP (TO to) (VP (VB need) (NP (NP (NN help)) (PP (IN from) (NP (NNS others))))))))))#
1609	horn-rimmed	having	frame	(S1 (S (S (VP (VBG having) (NP (DT the) (NN frame)))) (VP (VBN made) (PP (IN of) (NP (NP (NN horn)) (CC or) (NP (NP (JJ tortoise) (NN shell) (CC or) (NN plastic)) (SBAR (WHNP (WDT that)) (S (VP (VBZ simulates) (NP (DT either)))))))))))#
1610	one-handed	having	hand	(S1 (S (VP (VBG having) (CC or) (VBG using) (NP (DT a) (JJ single) (NN hand)))))#
1611	equipoised	lacking	dominance	(S1 (S (S (VP (VBG lacking) (NP (JJ lateral) (NN dominance)))) (: ;) (VP (VBG being) (ADJP (DT neither) (JJ right-handed) (CC nor) (JJ left-handed)))))#
1612	right-wing	supporting	tenets	(S1 (S (VP (VBG believing) (PP (IN in) (CC or) (S (VP (VBG supporting) (NP (NP (NNS tenets)) (PP (IN of) (NP (DT the) (JJ political) (NN right))))))))))#
1613	left-of-center	supporting	tenets	(S1 (S (VP (VBG believing) (PP (IN in) (CC or) (S (VP (VBG supporting) (NP (NP (NNS tenets)) (PP (IN of) (NP (DT the) (JJ political) (NN left))))))))))#
1614	left-wing	supporting	tenets	(S1 (S (VP (VBG believing) (PP (IN in) (CC or) (S (VP (VBG supporting) (NP (NP (NNS tenets)) (PP (IN of) (NP (DT the) (JJ political) (NN left))))))))))#
1615	antler-like	resembling	antlers	(S1 (S (VP (VBG resembling) (NP (NNS antlers)))))#
1616	bicorn	form	points	(S1 (S (NP (NP (DT a) (JJ cocked) (NN hat)) (PP (IN with) (NP (DT the) (NN brim)))) (VP (VBD turned) (PRT (RP up)) (S (VP (TO to) (VP (VB form) (NP (CD two) (NNS points))))))))#
1617	bicorned	having	horns	(S1 (S (VP (VBG having) (NP (NP (CD two) (NNS horns)) (CC or) (NP (JJ horn-shaped) (NNS parts))))))#
1618	bicornate	having	horns	(S1 (S (VP (VBG having) (NP (NP (CD two) (NNS horns)) (CC or) (NP (JJ horn-shaped) (NNS parts))))))#
1619	bicornuate	having	horns	(S1 (S (VP (VBG having) (NP (NP (CD two) (NNS horns)) (CC or) (NP (JJ horn-shaped) (NNS parts))))))#
1620	bicornuous	having	horns	(S1 (S (VP (VBG having) (NP (NP (CD two) (NNS horns)) (CC or) (NP (JJ horn-shaped) (NNS parts))))))#
1621	hollow-horned	having	horns	(S1 (S (VP (VBG having) (NP (NP (NNS horns)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ hollow)))))))))#
1622	big-boned	having	bone	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN bone) (NN structure)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ massive)) (PP (IN in) (NP (NP (NN contrast)) (PP (IN with) (NP (DT the) (VBG surrounding) (NN flesh))))))))))))#
1623	big-shouldered	having	shoulders	(S1 (S (VP (VBG having) (NP (JJ broad) (NNS shoulders)))))#
1624	broad-shouldered	having	shoulders	(S1 (S (VP (VBG having) (NP (JJ broad) (NNS shoulders)))))#
1625	square-shouldered	having	shoulders	(S1 (S (VP (VBG having) (NP (JJ broad) (NNS shoulders)))))#
1626	half-hardy	requiring	protection	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS plants))) (-RRB- -RRB-)) (VP (VBG requiring) (NP (NP (NN protection)) (PP (IN from) (NP (NNP frost)))))))#
1627	heavy-armed	having	arms	(S1 (S (VP (VBG having) (NP (JJ massive) (NNS arms)))))#
1628	debile	lacking	bodily	(S1 (S (VP (VBG lacking) (NP (NP (NN bodily)) (CC or) (NP (JJ muscular) (NN strength) (CC or) (NN vitality))))))#
1629	light-boned	having	bone	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN bone) (NN structure)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ light) (PP (IN with) (NP (NP (NN respect)) (PP (TO to) (NP (DT the) (VBG surrounding) (NN flesh)))))))))))))#
1630	apple-shaped	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ general) (NN shape)) (PP (IN of) (NP (DT an) (NN apple)))))))#
1631	ball-shaped	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN sphere) (CC or) (NN ball)))))))#
1632	globose	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN sphere) (CC or) (NN ball)))))))#
1633	spheric	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN sphere) (CC or) (NN ball)))))))#
1634	barrel-shaped	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ general) (NN shape)) (PP (IN of) (NP (DT a) (NN barrel)))))))#
1635	discoidal	having	shape	(S1 (S (VP (VBG having) (NP (DT a) (JJ flat) (JJ circular) (NN shape)))))#
1636	disklike	having	shape	(S1 (S (VP (VBG having) (NP (DT a) (JJ flat) (JJ circular) (NN shape)))))#
1637	disclike	having	shape	(S1 (S (VP (VBG having) (NP (DT a) (JJ flat) (JJ circular) (NN shape)))))#
1638	disk-shaped	having	shape	(S1 (S (VP (VBG having) (NP (DT a) (JJ flat) (JJ circular) (NN shape)))))#
1639	disc-shaped	having	shape	(S1 (S (VP (VBG having) (NP (DT a) (JJ flat) (JJ circular) (NN shape)))))#
1640	goblet-shaped	resembling	shape	(S1 (S (VP (VBG resembling) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN goblet)))))))#
1641	moon-round	resembling	moon	(S1 (S (VP (VBG resembling) (NP (NP (DT the) (NN moon)) (PP (IN in) (NP (NN shape)))))))#
1642	pancake-like	resembling	pancake	(S1 (S (VP (VBG resembling) (NP (NP (DT a) (NN pancake)) (PP (IN in) (NP (NN shape)))))))#
1643	pinwheel-shaped	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ round) (NN shape)) (PP (IN of) (NP (DT a) (NN pinwheel)))))))#
1644	right-angled	forming	angle	(S1 (S (VP (VP (VBG forming) (NP (DT a) (JJ right) (NN angle))) (CC or) (VP (VBG containing) (NP (QP (CD one) (CC or) (JJR more)) (JJ right) (NNS angles))))))#
1645	amygdaloid	expanding	gas	(S1 (NP (NP (JJ volcanic) (NN rock)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NP (JJ rounded) (NNS cavities)) (VP (VBN formed) (PP (IN by) (S (VP (VBG expanding) (NP (NN gas))))))) (VP (VBP have) (ADVP (RB subsequently)) (VP (VBN become) (VP (VBN filled) (PP (IN with) (NP (NN mineral) (NNS deposits))))))))))#
1646	auriform	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN shape)) (VP (VBG resembling) (NP (DT an) (NN ear)))))))#
1647	ear-shaped	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN shape)) (VP (VBG resembling) (NP (DT an) (NN ear)))))))#
1648	ear-like	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN shape)) (VP (VBG resembling) (NP (DT an) (NN ear)))))))#
1649	bean-shaped	resembling	bean	(S1 (S (VP (VBG having) (S (NP (DT a) (NN shape)) (VP (VBG resembling) (NP (DT a) (NN bean)))))))#
1650	crescent-shaped	resembling	moon	(S1 (S (VP (VBG resembling) (NP (NP (DT the) (JJ new) (NN moon)) (PP (IN in) (NP (NN shape)))))))#
1651	semilunar	resembling	moon	(S1 (S (VP (VBG resembling) (NP (NP (DT the) (JJ new) (NN moon)) (PP (IN in) (NP (NN shape)))))))#
1652	cycloidal	resembling	circle	(S1 (S (VP (VBG resembling) (NP (DT a) (NN circle)))))#
1653	cylindric	having	form	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN form)) (PP (IN of) (NP (DT a) (NN cylinder)))))))#
1654	disciform	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT a) (ADJP (JJ round) (CC or) (JJ oval)) (NN shape)) (PP (IN like) (NP (DT a) (NN disc)))))))#
1655	dome-shaped	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN dome)))))))#
1656	hyperboloidal	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN hyperboloid)))))))#
1657	olivelike	resembling	olive	(S1 (S (VP (VBG resembling) (NP (DT an) (NN olive)))))#
1658	olive-like	resembling	olive	(S1 (S (VP (VBG resembling) (NP (DT an) (NN olive)))))#
1659	paraboloidal	having	shape	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (DT a) (NN paraboloid)))))))#
1660	plumlike	resembling	fruit	(S1 (S (VP (VBG resembling) (NP (DT a) (JJ plum) (NN fruit)))))#
1661	rodlike	resembling	rod	(S1 (S (VP (VBG resembling) (NP (DT a) (NN rod)))))#
1662	umbrellalike	resembling	umbrella	(S1 (S (VP (VBG resembling) (NP (DT an) (NN umbrella)))))#
1663	angulate	make	angular	(S1 (S (VP (VB make) (CC or) (VB become) (NP (NN angular)))))#
1664	bicuspidate	having	cusps	(S1 (S (VP (VBG having) (NP (NP (CD two) (NNS cusps) (CC or) (NNS points)) (PRN (-LRB- -LRB-) (NP (RB especially) (DT a) (JJ molar) (NN tooth)) (-RRB- -RRB-))))))#
1665	cuspate	having	cusps	(S1 (S (VP (VBG having) (NP (NNS cusps) (CC or) (NNS points)))))#
1666	cuspated	having	cusps	(S1 (S (VP (VBG having) (NP (NNS cusps) (CC or) (NNS points)))))#
1667	cusped	having	cusps	(S1 (S (VP (VBG having) (NP (NNS cusps) (CC or) (NNS points)))))#
1668	cuspidal	having	cusps	(S1 (S (VP (VBG having) (NP (NNS cusps) (CC or) (NNS points)))))#
1669	cuspidate	having	cusps	(S1 (S (VP (VBG having) (NP (NNS cusps) (CC or) (NNS points)))))#
1670	cuspidated	having	cusps	(S1 (S (VP (VBG having) (NP (NNS cusps) (CC or) (NNS points)))))#
1671	isogonic	having	angles	(S1 (S (VP (VBG having) (CC or) (VBG making) (NP (JJ equal) (NNS angles)))))#
1672	sharp-cornered	having	corners	(S1 (S (VP (VBG having) (NP (JJ sharp) (NNS corners)))))#
1673	sharp-angled	having	corners	(S1 (S (VP (VBG having) (NP (JJ sharp) (NNS corners)))))#
1674	tricuspidate	having	cusps	(S1 (S (VP (VBG having) (NP (NP (CD three) (NNS cusps) (CC or) (NNS points)) (PRN (-LRB- -LRB-) (NP (RB especially) (DT a) (JJ molar) (NN tooth)) (-RRB- -RRB-))))))#
1675	unicuspid	having	cusp	(S1 (S (VP (VBG having) (NP (DT a) (JJ single) (NN cusp) (CC or) (NN point)))))#
1676	pumpkin-shaped	having	diameter	(S1 (S (S (VP (VBG having) (NP (NP (DT the) (JJ equatorial) (NN diameter)) (ADJP (ADJP (JJR greater)) (PP (IN than) (NP (DT the) (JJ polar) (NN diameter))))))) (: ;) (VP (VBG being) (VP (VBN flattened) (PP (IN at) (NP (DT the) (NNS poles)))))))#
1677	watermelon-shaped	having	diameter	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ polar) (NN diameter)) (ADJP (ADJP (JJR greater)) (PP (IN than) (NP (DT the) (JJ equatorial) (NN diameter))))))))#
1678	cityfied	being	customs	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (DT the) (NNS customs) (CC or) (NNS manners) (CC or) (NN dress)) (PP (IN of) (NP (DT a) (NN city) (NN person)))))))#
1679	city-bred	being	customs	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (DT the) (NNS customs) (CC or) (NNS manners) (CC or) (NN dress)) (PP (IN of) (NP (DT a) (NN city) (NN person)))))))#
1680	city-born	being	customs	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (DT the) (NNS customs) (CC or) (NNS manners) (CC or) (NN dress)) (PP (IN of) (NP (DT a) (NN city) (NN person)))))))#
1681	city-like	resembling	city	(S1 (S (VP (VBG resembling) (NP (DT a) (NN city)))))#
1682	urbanised	impart	habits	(S1 (S (VP (VB impart) (NP (NP (JJ urban) (NNS habits)) (, ,) (NP (NP (NNS ways)) (PP (IN of) (NP (NN life)))) (, ,) (CC or) (NP (NNS responsibilities))) (PP (IN upon)))))#
1683	undercoated	apply	primer	(S1 (S (S (VP (VB cover) (PP (IN with) (NP (DT a) (NN primer))))) (: ;) (S (VP (VB apply) (NP (DT a) (NN primer)) (PP (TO to))))))#
1684	undersealed	having	coating	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NN motor) (NNS vehicles))) (-RRB- -RRB-)) (VP (VBG having) (NP (NP (DT a) (NN coating)) (PP (IN of) (NP (NP (NN tar) (CC or) (JJ other) (JJ rustproof) (NN material)) (VP (VBN applied) (PP (TO to) (NP (DT the) (NN underside))))))))))#
1685	quasi-religious	resembling	something	(S1 (S (VP (VBG resembling) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ religious)))))))))#
1686	fail-safe	is	failure	(S1 (NP (NP (DT a) (NN mechanism)) (ADJP (JJ capable) (PP (IN of) (S (VP (VBG returning) (PP (TO to) (NP (DT a) (JJ safe) (NN state))) (SBAR (IN in) (NN case) (S (NP (EX there)) (VP (VBZ is) (NP (DT a) (NN failure) (CC or) (NN malfunction)))))))))))#
1687	cookie-cutter	having	appearance	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ same) (NN appearance)) (PRN (-LRB- -LRB-) (ADJP (RB as) (IN if) (JJ mass-produced)) (-RRB- -RRB-))))))#
1688	synoptical	presenting	point	(S1 (S (S (VP (VBG presenting) (CC or) (VBG taking) (NP (NP (DT the) (JJ same) (NN point)) (PP (IN of) (NP (NN view)))))) (: ;) (VP (VBD used) (ADVP (RB especially)) (PP (IN with) (NP (NP (NN regard)) (PP (TO to) (NP (NP (DT the) (JJ first) (CD three) (NNS gospels)) (PP (IN of) (NP (DT the) (NNP New) (NNP Testament))))))))))#
1689	maniclike	resembling	mania	(S1 (S (VP (VBG resembling) (NP (NP (DT the) (NN mania)) (PP (IN of) (NP (NN manic-depressive) (NN illness)))))))#
1690	ecumenic	promoting	unity	(S1 (S (VP (VBN concerned) (PP (IN with) (S (VP (VBG promoting) (NP (NP (NN unity)) (PP (IN among) (NP (NNS churches) (CC or) (NNS religions))))))))))#
1691	oecumenic	promoting	unity	(S1 (S (VP (VBN concerned) (PP (IN with) (S (VP (VBG promoting) (NP (NP (NN unity)) (PP (IN among) (NP (NNS churches) (CC or) (NNS religions))))))))))#
